id,dataset_source,source_split,source_metadata_csv,source_image_path,image_path,image_file,width,height,aadb_score,aadb_relative_path,ava_mean_score,ava_vote_1,ava_dist_1,ava_vote_2,ava_dist_2,ava_vote_3,ava_dist_3,ava_vote_4,ava_dist_4,ava_vote_5,ava_dist_5,ava_vote_6,ava_dist_6,ava_vote_7,ava_dist_7,ava_vote_8,ava_dist_8,ava_vote_9,ava_dist_9,ava_vote_10,ava_dist_10,nima_mean_score,nima_unit_score,rgnet_score,alamp_score,available_models,weighted_aesthetic_score,balanced_comparison_score,score_delta_primary_minus_comparison,rank_primary,rank_comparison,rank_delta_primary_minus_comparison,primary_rank_percentile,selection_bucket,selected,teacher_subset_bucket,teacher_subset_id
ava__train__949665.jpg__67d3187a,ava,train,data/processed/ava/train.csv,data/raw/ava/images/949665.jpg,/home/omen_pc1/ava/images/949665.jpg,949665.jpg,800,600,,,7.042254,0.0,0.0,0.0,0.0,2.0,0.00939,6.0,0.028169,23.0,0.107981,58.0,0.2723,46.0,0.215962,36.0,0.169014,23.0,0.107981,19.0,0.089202,5.57765,0.508628,0.511695,0.486684,"['alamp', 'nima', 'rgnet']",0.498883,0.501231,-0.002348,1461,1464,-3,0.4866666666666667,middle_near_miss,False,middle_near_miss,teacher__443__ava__949665.jpg__4bd5d8cf
aadb__train__farm1_554_19536571643_d4f76649e7_b.jpg__06bc3629,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_554_19536571643_d4f76649e7_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_554_19536571643_d4f76649e7_b.jpg,farm1_554_19536571643_d4f76649e7_b.jpg,1024,768,0.8,farm1_554_19536571643_d4f76649e7_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.661536,0.517948,0.558949,0.546904,"['alamp', 'nima', 'rgnet']",0.548826,0.547981,0.000845,820,823,-3,0.273,selected_high,True,selected_high,teacher__444__aadb__farm1_554_19536571643_d4f76649e7_b.jpg__29848f58
aadb__train__farm1_318_19559268554_215d84c40f_b.jpg__e983eca8,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_318_19559268554_215d84c40f_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_318_19559268554_215d84c40f_b.jpg,farm1_318_19559268554_215d84c40f_b.jpg,768,1024,0.45,farm1_318_19559268554_215d84c40f_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.265018,0.473891,0.41436,0.329857,"['alamp', 'nima', 'rgnet']",0.378062,0.389488,-0.011426,2861,2852,9,0.9533333333333334,rejected_low,False,rejected_low,teacher__445__aadb__farm1_318_19559268554_215d84c40f_b.jpg__7364adf2
ava__train__319982.jpg__ced29d2e,ava,train,data/processed/ava/train.csv,data/raw/ava/images/319982.jpg,/home/omen_pc1/ava/images/319982.jpg,319982.jpg,640,638,,,5.217593,1.0,0.00463,5.0,0.023148,18.0,0.083333,35.0,0.162037,68.0,0.314815,54.0,0.25,24.0,0.111111,9.0,0.041667,2.0,0.009259,0.0,0.0,5.763558,0.529284,0.482383,0.340917,"['alamp', 'nima', 'rgnet']",0.41634,0.432832,-0.016492,2593,2491,102,0.864,rejected_low,False,rejected_low,teacher__446__ava__319982.jpg__62958ad4
ava__train__437503.jpg__8520f93b,ava,train,data/processed/ava/train.csv,data/raw/ava/images/437503.jpg,/home/omen_pc1/ava/images/437503.jpg,437503.jpg,700,467,,,5.98324,0.0,0.0,0.0,0.0,2.0,0.011173,13.0,0.072626,49.0,0.273743,64.0,0.357542,35.0,0.195531,8.0,0.044693,5.0,0.027933,3.0,0.01676,5.976562,0.552951,0.561453,0.582366,"['alamp', 'nima', 'rgnet']",0.571059,0.568543,0.002516,608,616,-8,0.2023333333333333,selected_high,True,selected_high,teacher__447__ava__437503.jpg__191cfa13
aadb__train__farm1_495_19593818973_6b9ac4fab5_b.jpg__42726c3d,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_495_19593818973_6b9ac4fab5_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_495_19593818973_6b9ac4fab5_b.jpg,farm1_495_19593818973_6b9ac4fab5_b.jpg,692,1024,0.55,farm1_495_19593818973_6b9ac4fab5_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.87623,0.541803,0.545648,0.578176,"['alamp', 'nima', 'rgnet']",0.561528,0.558082,0.003446,691,710,-19,0.23,selected_high,True,selected_high,teacher__448__aadb__farm1_495_19593818973_6b9ac4fab5_b.jpg__d7a5b5e2
aadb__test__farm1_366_19960493296_8dd7167d47_b.jpg__2ca62f95,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_366_19960493296_8dd7167d47_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_366_19960493296_8dd7167d47_b.jpg,farm1_366_19960493296_8dd7167d47_b.jpg,680,1024,0.7,farm1_366_19960493296_8dd7167d47_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.149739,0.461082,0.545159,0.533559,"['alamp', 'nima', 'rgnet']",0.530951,0.527907,0.003044,1006,1064,-58,0.335,middle_near_miss,False,middle_near_miss,teacher__449__aadb__farm1_366_19960493296_8dd7167d47_b.jpg__25164b5d
ava__test__505363.jpg__2c71e1bb,ava,test,data/processed/ava/test.csv,data/raw/ava/images/505363.jpg,/home/omen_pc1/ava/images/505363.jpg,505363.jpg,628,720,,,6.585635,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.044199,21.0,0.116022,55.0,0.303867,60.0,0.331492,30.0,0.165746,5.0,0.027624,2.0,0.01105,6.259275,0.584364,0.598211,0.526376,"['alamp', 'nima', 'rgnet']",0.560909,0.5674,-0.006491,694,630,64,0.231,selected_high,True,selected_high,teacher__450__ava__505363.jpg__7e337a9e
ava__train__560549.jpg__e45831b7,ava,train,data/processed/ava/train.csv,data/raw/ava/images/560549.jpg,/home/omen_pc1/ava/images/560549.jpg,560549.jpg,546,580,,,5.339506,1.0,0.006173,0.0,0.0,8.0,0.049383,26.0,0.160494,64.0,0.395062,39.0,0.240741,13.0,0.080247,9.0,0.055556,1.0,0.006173,1.0,0.006173,5.889954,0.543328,0.732647,0.725684,"['alamp', 'nima', 'rgnet']",0.710234,0.701464,0.00877,55,52,3,0.018,selected_high,True,selected_high,teacher__451__ava__560549.jpg__91c521f7
ava__train__512206.jpg__52f8c409,ava,train,data/processed/ava/train.csv,data/raw/ava/images/512206.jpg,/home/omen_pc1/ava/images/512206.jpg,512206.jpg,640,286,,,5.186047,0.0,0.0,4.0,0.018605,9.0,0.04186,47.0,0.218605,81.0,0.376744,46.0,0.213953,19.0,0.088372,6.0,0.027907,0.0,0.0,3.0,0.013953,5.836397,0.537377,0.610016,0.526079,"['alamp', 'nima', 'rgnet']",0.560784,0.565545,-0.004761,696,645,51,0.2316666666666666,selected_high,True,selected_high,teacher__452__ava__512206.jpg__93215510
ava__train__577546.jpg__4eabcb4a,ava,train,data/processed/ava/train.csv,data/raw/ava/images/577546.jpg,/home/omen_pc1/ava/images/577546.jpg,577546.jpg,640,480,,,5.54375,0.0,0.0,0.0,0.0,3.0,0.01875,24.0,0.15,56.0,0.35,50.0,0.3125,19.0,0.11875,5.0,0.03125,1.0,0.00625,2.0,0.0125,5.611685,0.512409,0.447283,0.381028,"['alamp', 'nima', 'rgnet']",0.420668,0.43055,-0.009882,2550,2518,32,0.8496666666666667,rejected_low,False,rejected_low,teacher__453__ava__577546.jpg__5834fb55
ava__train__169913.jpg__c1067ca4,ava,train,data/processed/ava/train.csv,data/raw/ava/images/169913.jpg,/home/omen_pc1/ava/images/169913.jpg,169913.jpg,640,482,,,5.855908,1.0,0.002882,8.0,0.023055,14.0,0.040346,37.0,0.106628,90.0,0.259366,92.0,0.26513,54.0,0.15562,25.0,0.072046,15.0,0.043228,11.0,0.0317,6.189537,0.576615,0.47047,0.513142,"['alamp', 'nima', 'rgnet']",0.502421,0.503461,-0.00104,1397,1431,-34,0.4653333333333333,middle_near_miss,False,middle_near_miss,teacher__454__ava__169913.jpg__6f920af4
aadb__test__farm4_3782_20257244016_f48605817a_b.jpg__b72ae41e,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3782_20257244016_f48605817a_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3782_20257244016_f48605817a_b.jpg,farm4_3782_20257244016_f48605817a_b.jpg,1024,683,0.6,farm4_3782_20257244016_f48605817a_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.944571,0.549397,0.519027,0.618835,"['alamp', 'nima', 'rgnet']",0.571968,0.563506,0.008462,601,662,-61,0.2,selected_high,True,selected_high,teacher__455__aadb__farm4_3782_20257244016_f48605817a_b.jpg__902c449b
aadb__train__farm6_5618_20180826726_9874b3aced_b.jpg__a2eb842a,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm6_5618_20180826726_9874b3aced_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm6_5618_20180826726_9874b3aced_b.jpg,farm6_5618_20180826726_9874b3aced_b.jpg,1024,768,0.45,farm6_5618_20180826726_9874b3aced_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.085404,0.453934,0.575951,0.579929,"['alamp', 'nima', 'rgnet']",0.565738,0.55924,0.006498,653,698,-45,0.2173333333333333,selected_high,True,selected_high,teacher__456__aadb__farm6_5618_20180826726_9874b3aced_b.jpg__c0feb8ce
ava__train__362340.jpg__c0a5f23a,ava,train,data/processed/ava/train.csv,data/raw/ava/images/362340.jpg,/home/omen_pc1/ava/images/362340.jpg,362340.jpg,610,436,,,4.937799,2.0,0.009569,8.0,0.038278,18.0,0.086124,49.0,0.23445,69.0,0.330144,39.0,0.186603,13.0,0.062201,7.0,0.033493,2.0,0.009569,2.0,0.009569,5.466691,0.496299,0.50222,0.422968,"['alamp', 'nima', 'rgnet']",0.462002,0.469631,-0.007629,2024,1985,39,0.6743333333333333,middle_near_miss,False,middle_near_miss,teacher__457__ava__362340.jpg__68de68cf
ava__train__546197.jpg__87d08724,ava,train,data/processed/ava/train.csv,data/raw/ava/images/546197.jpg,/home/omen_pc1/ava/images/546197.jpg,546197.jpg,516,640,,,5.094828,0.0,0.0,1.0,0.008621,5.0,0.043103,22.0,0.189655,50.0,0.431034,32.0,0.275862,5.0,0.043103,0.0,0.0,1.0,0.008621,0.0,0.0,6.250221,0.583358,0.634824,0.461887,"['alamp', 'nima', 'rgnet']",0.543209,0.557929,-0.01472,869,712,157,0.2893333333333333,selected_high,True,selected_high,teacher__458__ava__546197.jpg__ca053700
aadb__train__farm1_307_19590432533_f30e9324b0_b.jpg__022db933,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_307_19590432533_f30e9324b0_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_307_19590432533_f30e9324b0_b.jpg,farm1_307_19590432533_f30e9324b0_b.jpg,1024,576,0.35,farm1_307_19590432533_f30e9324b0_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.659881,0.517765,0.377119,0.377147,"['alamp', 'nima', 'rgnet']",0.391198,0.398227,-0.007029,2788,2807,-19,0.929,rejected_low,False,rejected_low,teacher__459__aadb__farm1_307_19590432533_f30e9324b0_b.jpg__d5cf3cb9
ava__test__556399.jpg__b0473651,ava,test,data/processed/ava/test.csv,data/raw/ava/images/556399.jpg,/home/omen_pc1/ava/images/556399.jpg,556399.jpg,575,640,,,5.234513,0.0,0.0,2.0,0.00885,6.0,0.026549,51.0,0.225664,86.0,0.380531,50.0,0.221239,23.0,0.10177,7.0,0.030973,0.0,0.0,1.0,0.004425,5.666416,0.518491,0.57199,0.591053,"['alamp', 'nima', 'rgnet']",0.576172,0.57159,0.004582,557,592,-35,0.1853333333333333,selected_high,True,selected_high,teacher__460__ava__556399.jpg__f90133c7
ava__test__915951.jpg__1da68544,ava,test,data/processed/ava/test.csv,data/raw/ava/images/915951.jpg,/home/omen_pc1/ava/images/915951.jpg,915951.jpg,658,800,,,5.439394,0.0,0.0,1.0,0.007576,5.0,0.037879,14.0,0.106061,50.0,0.378788,43.0,0.325758,16.0,0.121212,2.0,0.015152,1.0,0.007576,0.0,0.0,5.572279,0.508031,0.61822,0.500147,"['alamp', 'nima', 'rgnet']",0.548165,0.554462,-0.006297,830,755,75,0.2763333333333333,selected_high,True,selected_high,teacher__461__ava__915951.jpg__5e39913b
aadb__train__farm4_3688_20153841886_0d98cee60c_b.jpg__7f0c8847,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3688_20153841886_0d98cee60c_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3688_20153841886_0d98cee60c_b.jpg,farm4_3688_20153841886_0d98cee60c_b.jpg,1024,768,0.35,farm4_3688_20153841886_0d98cee60c_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.369459,0.485495,0.423803,0.42929,"['alamp', 'nima', 'rgnet']",0.432716,0.435252,-0.002536,2408,2462,-54,0.8023333333333333,rejected_low,False,rejected_low,teacher__462__aadb__farm4_3688_20153841886_0d98cee60c_b.jpg__8253515d
ava__train__562910.jpg__3dcd1d7a,ava,train,data/processed/ava/train.csv,data/raw/ava/images/562910.jpg,/home/omen_pc1/ava/images/562910.jpg,562910.jpg,640,426,,,5.488236,0.0,0.0,1.0,0.005882,10.0,0.058824,27.0,0.158824,60.0,0.352941,33.0,0.194118,25.0,0.147059,8.0,0.047059,4.0,0.023529,2.0,0.011765,5.304512,0.478279,0.464384,0.368277,"['alamp', 'nima', 'rgnet']",0.41772,0.428025,-0.010305,2578,2551,27,0.859,rejected_low,False,rejected_low,teacher__463__ava__562910.jpg__1fd7b809
ava__train__916163.jpg__399b1593,ava,train,data/processed/ava/train.csv,data/raw/ava/images/916163.jpg,/home/omen_pc1/ava/images/916163.jpg,916163.jpg,465,642,,,6.33871,0.0,0.0,1.0,0.005376,3.0,0.016129,12.0,0.064516,27.0,0.145161,68.0,0.365591,35.0,0.188172,31.0,0.166667,6.0,0.032258,3.0,0.016129,5.974559,0.552729,0.577636,0.507395,"['alamp', 'nima', 'rgnet']",0.540025,0.545804,-0.005779,895,848,47,0.298,selected_high,True,selected_high,teacher__464__ava__916163.jpg__b49f3f55
ava__train__402990.jpg__688b0357,ava,train,data/processed/ava/train.csv,data/raw/ava/images/402990.jpg,/home/omen_pc1/ava/images/402990.jpg,402990.jpg,480,720,,,5.606557,0.0,0.0,1.0,0.005464,1.0,0.005464,15.0,0.081967,78.0,0.42623,56.0,0.306011,24.0,0.131148,5.0,0.027322,3.0,0.016393,0.0,0.0,5.784453,0.531606,0.479927,0.455525,"['alamp', 'nima', 'rgnet']",0.472894,0.477918,-0.005024,1841,1840,1,0.6133333333333333,middle_near_miss,False,middle_near_miss,teacher__465__ava__402990.jpg__713820f4
aadb__train__farm1_281_19999403039_53c7358dd6_b.jpg__e3ccb8f1,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_281_19999403039_53c7358dd6_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_281_19999403039_53c7358dd6_b.jpg,farm1_281_19999403039_53c7358dd6_b.jpg,1024,683,0.35,farm1_281_19999403039_53c7358dd6_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.658887,0.517654,0.449299,0.420121,"['alamp', 'nima', 'rgnet']",0.441546,0.447881,-0.006335,2314,2319,-5,0.771,rejected_low,False,rejected_low,teacher__466__aadb__farm1_281_19999403039_53c7358dd6_b.jpg__ba0cef5f
aadb__val__farm1_361_20141295019_9fdde0da09_b.jpg__15a15310,aadb,val,data/processed/aadb/val.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_361_20141295019_9fdde0da09_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_361_20141295019_9fdde0da09_b.jpg,farm1_361_20141295019_9fdde0da09_b.jpg,683,1024,0.625,farm1_361_20141295019_9fdde0da09_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.535301,0.503922,0.601279,0.567435,"['alamp', 'nima', 'rgnet']",0.574621,0.573138,0.001483,571,573,-2,0.19,selected_high,True,selected_high,teacher__467__aadb__farm1_361_20141295019_9fdde0da09_b.jpg__86b4252d
ava__test__373737.jpg__842f70a4,ava,test,data/processed/ava/test.csv,data/raw/ava/images/373737.jpg,/home/omen_pc1/ava/images/373737.jpg,373737.jpg,471,640,,,5.656,2.0,0.008,6.0,0.024,15.0,0.06,35.0,0.14,65.0,0.26,62.0,0.248,25.0,0.1,22.0,0.088,13.0,0.052,5.0,0.02,5.608689,0.512077,0.584559,0.487569,"['alamp', 'nima', 'rgnet']",0.528816,0.534891,-0.006075,1032,964,68,0.3436666666666667,middle_near_miss,False,middle_near_miss,teacher__468__ava__373737.jpg__35ee3e61
aadb__train__farm1_394_20074103691_e9e65d72e9_b.jpg__34e47d8e,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_394_20074103691_e9e65d72e9_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_394_20074103691_e9e65d72e9_b.jpg,farm1_394_20074103691_e9e65d72e9_b.jpg,1024,768,0.25,farm1_394_20074103691_e9e65d72e9_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.813648,0.53485,0.496908,0.425364,"['alamp', 'nima', 'rgnet']",0.46493,0.473982,-0.009052,1982,1901,81,0.6603333333333333,middle_near_miss,False,middle_near_miss,teacher__469__aadb__farm1_394_20074103691_e9e65d72e9_b.jpg__8d88bb0e
ava__train__347365.jpg__fbaa18d9,ava,train,data/processed/ava/train.csv,data/raw/ava/images/347365.jpg,/home/omen_pc1/ava/images/347365.jpg,347365.jpg,468,640,,,5.753623,1.0,0.003623,2.0,0.007246,8.0,0.028986,39.0,0.141304,75.0,0.271739,77.0,0.278986,40.0,0.144928,23.0,0.083333,8.0,0.028986,3.0,0.01087,5.440926,0.493436,0.538642,0.390692,"['alamp', 'nima', 'rgnet']",0.460146,0.472681,-0.012535,2055,1933,122,0.6846666666666666,middle_near_miss,False,middle_near_miss,teacher__470__ava__347365.jpg__c8289694
ava__train__769207.jpg__6a71b2b6,ava,train,data/processed/ava/train.csv,data/raw/ava/images/769207.jpg,/home/omen_pc1/ava/images/769207.jpg,769207.jpg,720,576,,,4.924138,0.0,0.0,3.0,0.02069,10.0,0.068966,35.0,0.241379,57.0,0.393103,30.0,0.206897,8.0,0.055172,1.0,0.006897,1.0,0.006897,0.0,0.0,5.608418,0.512046,0.539264,0.645567,"['alamp', 'nima', 'rgnet']",0.589694,0.577703,0.011991,458,533,-75,0.1523333333333333,selected_high,True,selected_high,teacher__471__ava__769207.jpg__f1b27b73
ava__test__659345.jpg__df27f5fd,ava,test,data/processed/ava/test.csv,data/raw/ava/images/659345.jpg,/home/omen_pc1/ava/images/659345.jpg,659345.jpg,640,366,,,5.561069,1.0,0.003817,9.0,0.034351,11.0,0.041985,35.0,0.133588,84.0,0.320611,60.0,0.229008,31.0,0.118321,18.0,0.068702,6.0,0.022901,7.0,0.026718,5.437605,0.493067,0.42714,0.443967,"['alamp', 'nima', 'rgnet']",0.442146,0.44376,-0.001614,2309,2372,-63,0.7693333333333333,rejected_low,False,rejected_low,teacher__472__ava__659345.jpg__1aee25ef
ava__train__893158.jpg__f7bcf67d,ava,train,data/processed/ava/train.csv,data/raw/ava/images/893158.jpg,/home/omen_pc1/ava/images/893158.jpg,893158.jpg,800,533,,,5.824,0.0,0.0,1.0,0.008,2.0,0.016,8.0,0.064,39.0,0.312,50.0,0.4,13.0,0.104,9.0,0.072,0.0,0.0,3.0,0.024,5.815099,0.535011,0.419094,0.579808,"['alamp', 'nima', 'rgnet']",0.511043,0.500767,0.010276,1270,1468,-198,0.423,middle_near_miss,False,middle_near_miss,teacher__473__ava__893158.jpg__378df300
aadb__train__farm1_358_19916813979_d34f9dfd81_b.jpg__f0fcfd70,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_358_19916813979_d34f9dfd81_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_358_19916813979_d34f9dfd81_b.jpg,farm1_358_19916813979_d34f9dfd81_b.jpg,1024,683,0.75,farm1_358_19916813979_d34f9dfd81_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.625003,0.513889,0.523165,0.599302,"['alamp', 'nima', 'rgnet']",0.560306,0.552228,0.008078,699,782,-83,0.2326666666666666,selected_high,True,selected_high,teacher__474__aadb__farm1_358_19916813979_d34f9dfd81_b.jpg__f9700fa5
aadb__train__farm1_371_20182312601_7a8573bcd1_b.jpg__f98b9131,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_371_20182312601_7a8573bcd1_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_371_20182312601_7a8573bcd1_b.jpg,farm1_371_20182312601_7a8573bcd1_b.jpg,1024,685,0.6,farm1_371_20182312601_7a8573bcd1_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.471611,0.496846,0.522838,0.439534,"['alamp', 'nima', 'rgnet']",0.478587,0.485618,-0.007031,1740,1705,35,0.5796666666666667,middle_near_miss,False,middle_near_miss,teacher__475__aadb__farm1_371_20182312601_7a8573bcd1_b.jpg__07859329
ava__train__756031.jpg__1f5cffe4,ava,train,data/processed/ava/train.csv,data/raw/ava/images/756031.jpg,/home/omen_pc1/ava/images/756031.jpg,756031.jpg,500,650,,,6.783898,0.0,0.0,1.0,0.004237,2.0,0.008475,4.0,0.016949,33.0,0.139831,61.0,0.258475,72.0,0.305085,36.0,0.152542,16.0,0.067797,11.0,0.04661,6.070767,0.563419,0.552915,0.562832,"['alamp', 'nima', 'rgnet']",0.558924,0.558457,0.000467,709,707,2,0.236,selected_high,True,selected_high,teacher__476__ava__756031.jpg__008424e3
ava__train__810503.jpg__c5f1d318,ava,train,data/processed/ava/train.csv,data/raw/ava/images/810503.jpg,/home/omen_pc1/ava/images/810503.jpg,810503.jpg,720,510,,,5.682433,0.0,0.0,0.0,0.0,3.0,0.02027,11.0,0.074324,51.0,0.344595,56.0,0.378378,19.0,0.128378,8.0,0.054054,0.0,0.0,0.0,0.0,5.868396,0.540933,0.530057,0.445015,"['alamp', 'nima', 'rgnet']",0.488624,0.497672,-0.009048,1590,1518,72,0.5296666666666666,middle_near_miss,False,middle_near_miss,teacher__477__ava__810503.jpg__ef46a8bc
ava__test__260997.jpg__04fc63c6,ava,test,data/processed/ava/test.csv,data/raw/ava/images/260997.jpg,/home/omen_pc1/ava/images/260997.jpg,260997.jpg,640,480,,,4.087719,7.0,0.030702,16.0,0.070175,44.0,0.192982,82.0,0.359649,58.0,0.254386,11.0,0.048246,5.0,0.02193,4.0,0.017544,0.0,0.0,1.0,0.004386,5.110568,0.45673,0.486982,0.428905,"['alamp', 'nima', 'rgnet']",0.454918,0.459213,-0.004295,2136,2154,-18,0.7116666666666667,rejected_low,False,rejected_low,teacher__478__ava__260997.jpg__6de8ed9c
ava__train__4147.jpg__980f12d5,ava,train,data/processed/ava/train.csv,data/raw/ava/images/4147.jpg,/home/omen_pc1/ava/images/4147.jpg,4147.jpg,640,480,,,5.865169,2.0,0.007491,3.0,0.011236,13.0,0.048689,32.0,0.11985,59.0,0.220974,82.0,0.307116,29.0,0.108614,28.0,0.104869,13.0,0.048689,6.0,0.022472,5.329773,0.481086,0.533008,0.438576,"['alamp', 'nima', 'rgnet']",0.4806,0.487447,-0.006847,1704,1671,33,0.5676666666666667,middle_near_miss,False,middle_near_miss,teacher__479__ava__4147.jpg__f8b08b74
ava__val__720117.jpg__d44cd053,ava,val,data/processed/ava/val.csv,data/raw/ava/images/720117.jpg,/home/omen_pc1/ava/images/720117.jpg,720117.jpg,640,447,,,5.502924,1.0,0.005848,3.0,0.017544,10.0,0.05848,25.0,0.146199,49.0,0.28655,43.0,0.251462,26.0,0.152047,8.0,0.046784,5.0,0.02924,1.0,0.005848,5.655523,0.51728,0.50602,0.606775,"['alamp', 'nima', 'rgnet']",0.557524,0.548011,0.009513,720,822,-102,0.2396666666666666,selected_high,True,selected_high,teacher__480__ava__720117.jpg__4934b02a
ava__train__842487.jpg__f56729cf,ava,train,data/processed/ava/train.csv,data/raw/ava/images/842487.jpg,/home/omen_pc1/ava/images/842487.jpg,842487.jpg,800,678,,,7.638514,0.0,0.0,0.0,0.0,5.0,0.016892,7.0,0.023649,16.0,0.054054,39.0,0.131757,63.0,0.212838,75.0,0.253378,47.0,0.158784,44.0,0.148649,6.272428,0.585825,0.404149,0.483623,"['alamp', 'nima', 'rgnet']",0.462054,0.46319,-0.001136,2020,2095,-75,0.673,middle_near_miss,False,middle_near_miss,teacher__481__ava__842487.jpg__965fb9a9
ava__test__445221.jpg__2cd16302,ava,test,data/processed/ava/test.csv,data/raw/ava/images/445221.jpg,/home/omen_pc1/ava/images/445221.jpg,445221.jpg,700,538,,,5.982759,0.0,0.0,1.0,0.005747,2.0,0.011494,15.0,0.086207,43.0,0.247126,62.0,0.356322,28.0,0.16092,18.0,0.103448,4.0,0.022989,1.0,0.005747,5.825453,0.536161,0.424654,0.36922,"['alamp', 'nima', 'rgnet']",0.408088,0.419206,-0.011118,2664,2650,14,0.8876666666666667,rejected_low,False,rejected_low,teacher__482__ava__445221.jpg__b46ac60b
ava__train__163828.jpg__d7821e1d,ava,train,data/processed/ava/train.csv,data/raw/ava/images/163828.jpg,/home/omen_pc1/ava/images/163828.jpg,163828.jpg,640,480,,,5.125,3.0,0.010135,5.0,0.016892,27.0,0.091216,64.0,0.216216,93.0,0.314189,59.0,0.199324,29.0,0.097973,7.0,0.023649,1.0,0.003378,8.0,0.027027,5.29866,0.477629,0.461068,0.369228,"['alamp', 'nima', 'rgnet']",0.416804,0.426816,-0.010012,2585,2566,19,0.8613333333333333,rejected_low,False,rejected_low,teacher__483__ava__163828.jpg__06797161
ava__train__382653.jpg__7740f784,ava,train,data/processed/ava/train.csv,data/raw/ava/images/382653.jpg,/home/omen_pc1/ava/images/382653.jpg,382653.jpg,640,480,,,4.054299,6.0,0.027149,16.0,0.072398,42.0,0.190045,81.0,0.366516,55.0,0.248869,15.0,0.067873,5.0,0.022624,1.0,0.004525,0.0,0.0,0.0,0.0,5.158423,0.462047,0.773457,0.610583,"['alamp', 'nima', 'rgnet']",0.660879,0.661596,-0.000717,142,119,23,0.047,selected_high,True,selected_high,teacher__484__ava__382653.jpg__e0ff1ae5
ava__train__582116.jpg__7cc9ecc7,ava,train,data/processed/ava/train.csv,data/raw/ava/images/582116.jpg,/home/omen_pc1/ava/images/582116.jpg,582116.jpg,640,426,,,4.933735,1.0,0.006024,4.0,0.024096,10.0,0.060241,38.0,0.228916,66.0,0.39759,35.0,0.210843,9.0,0.054217,2.0,0.012048,1.0,0.006024,0.0,0.0,5.979701,0.5533,0.612041,0.758866,"['alamp', 'nima', 'rgnet']",0.679579,0.66196,0.017619,101,116,-15,0.0333333333333333,selected_high,True,selected_high,teacher__485__ava__582116.jpg__82fdb8e4
