id,dataset_source,source_split,source_metadata_csv,source_image_path,image_path,image_file,width,height,aadb_score,aadb_relative_path,ava_mean_score,ava_vote_1,ava_dist_1,ava_vote_2,ava_dist_2,ava_vote_3,ava_dist_3,ava_vote_4,ava_dist_4,ava_vote_5,ava_dist_5,ava_vote_6,ava_dist_6,ava_vote_7,ava_dist_7,ava_vote_8,ava_dist_8,ava_vote_9,ava_dist_9,ava_vote_10,ava_dist_10,nima_mean_score,nima_unit_score,rgnet_score,alamp_score,available_models,weighted_aesthetic_score,balanced_comparison_score,score_delta_primary_minus_comparison,rank_primary,rank_comparison,rank_delta_primary_minus_comparison,primary_rank_percentile,selection_bucket,selected
ava__test__802604.jpg__2d7e3bf3,ava,test,data/processed/ava/test.csv,data/raw/ava/images/802604.jpg,/home/omen_pc1/ava/images/802604.jpg,802604.jpg,640,490,,,5.173228,2.0,0.015748,1.0,0.007874,3.0,0.023622,21.0,0.165354,59.0,0.464567,27.0,0.212598,10.0,0.07874,3.0,0.023622,1.0,0.007874,0.0,0.0,5.952212,0.550246,0.408938,0.457213,"['alamp', 'nima', 'rgnet']",0.447206,0.449444,-0.002238,2246,2295,-49,0.7483333333333333,rejected_low,False
ava__train__916625.jpg__3167c7b5,ava,train,data/processed/ava/train.csv,data/raw/ava/images/916625.jpg,/home/omen_pc1/ava/images/916625.jpg,916625.jpg,800,533,,,6.630769,1.0,0.003846,3.0,0.011538,6.0,0.023077,5.0,0.019231,37.0,0.142308,60.0,0.230769,81.0,0.311538,42.0,0.161538,19.0,0.073077,6.0,0.023077,5.590931,0.510103,0.378739,0.489377,"['alamp', 'nima', 'rgnet']",0.447194,0.442699,0.004495,2247,2381,-134,0.7486666666666667,rejected_low,False
ava__train__922572.jpg__019d09ad,ava,train,data/processed/ava/train.csv,data/raw/ava/images/922572.jpg,/home/omen_pc1/ava/images/922572.jpg,922572.jpg,800,600,,,6.254237,0.0,0.0,0.0,0.0,3.0,0.025424,6.0,0.050847,27.0,0.228814,40.0,0.338983,19.0,0.161017,14.0,0.118644,5.0,0.042373,4.0,0.033898,4.927522,0.436391,0.405157,0.482753,"['alamp', 'nima', 'rgnet']",0.447078,0.440881,0.006197,2248,2399,-151,0.749,rejected_low,False
aadb__val__farm1_331_19551295053_abf76d4ce3_b.jpg__2dc58a77,aadb,val,data/processed/aadb/val.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_331_19551295053_abf76d4ce3_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_331_19551295053_abf76d4ce3_b.jpg,farm1_331_19551295053_abf76d4ce3_b.jpg,1024,682,0.6,farm1_331_19551295053_abf76d4ce3_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.7651,0.529456,0.476441,0.406889,"['alamp', 'nima', 'rgnet']",0.446967,0.456572,-0.009605,2249,2202,47,0.7493333333333333,rejected_low,False
ava__train__165902.jpg__c17037a4,ava,train,data/processed/ava/train.csv,data/raw/ava/images/165902.jpg,/home/omen_pc1/ava/images/165902.jpg,165902.jpg,427,640,,,5.273885,1.0,0.003185,6.0,0.019108,20.0,0.063694,58.0,0.184713,103.0,0.328025,70.0,0.22293,35.0,0.111465,19.0,0.06051,1.0,0.003185,1.0,0.003185,5.47436,0.497151,0.459187,0.42694,"['alamp', 'nima', 'rgnet']",0.44686,0.451983,-0.005123,2250,2259,-9,0.7496666666666667,rejected_low,False
ava__train__30342.jpg__944b966a,ava,train,data/processed/ava/train.csv,data/raw/ava/images/30342.jpg,/home/omen_pc1/ava/images/30342.jpg,30342.jpg,640,526,,,5.723404,2.0,0.014184,2.0,0.014184,5.0,0.035461,18.0,0.12766,37.0,0.262411,37.0,0.262411,19.0,0.134752,16.0,0.113475,4.0,0.028369,1.0,0.007092,5.418163,0.490907,0.376566,0.494279,"['alamp', 'nima', 'rgnet']",0.446857,0.440802,0.006055,2251,2402,-151,0.75,rejected_low,False
aadb__train__farm1_301_20075297861_2ec6b79334_b.jpg__9760f5ca,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_301_20075297861_2ec6b79334_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_301_20075297861_2ec6b79334_b.jpg,farm1_301_20075297861_2ec6b79334_b.jpg,1024,768,0.3,farm1_301_20075297861_2ec6b79334_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.469634,0.496626,0.50354,0.391451,"['alamp', 'nima', 'rgnet']",0.446804,0.457667,-0.010863,2252,2182,70,0.7503333333333333,rejected_low,False
ava__train__271165.jpg__b1b1e669,ava,train,data/processed/ava/train.csv,data/raw/ava/images/271165.jpg,/home/omen_pc1/ava/images/271165.jpg,271165.jpg,554,480,,,4.655039,4.0,0.015504,13.0,0.050388,28.0,0.108527,64.0,0.248062,87.0,0.337209,42.0,0.162791,17.0,0.065891,2.0,0.007752,1.0,0.003876,0.0,0.0,5.377186,0.486354,0.372881,0.497956,"['alamp', 'nima', 'rgnet']",0.446766,0.439932,0.006834,2253,2414,-161,0.7506666666666667,rejected_low,False
aadb__train__farm1_255_20203386975_7622ce4d60_b.jpg__6fadac83,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_255_20203386975_7622ce4d60_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_255_20203386975_7622ce4d60_b.jpg,farm1_255_20203386975_7622ce4d60_b.jpg,1024,809,0.542,farm1_255_20203386975_7622ce4d60_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.460665,0.495629,0.411247,0.465293,"['alamp', 'nima', 'rgnet']",0.446708,0.445523,0.001185,2254,2345,-91,0.751,rejected_low,False
aadb__test__farm1_371_19987576525_78aac37532_b.jpg__99ea564c,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_371_19987576525_78aac37532_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_371_19987576525_78aac37532_b.jpg,farm1_371_19987576525_78aac37532_b.jpg,1024,683,0.3,farm1_371_19987576525_78aac37532_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.425992,0.491777,0.39552,0.478287,"['alamp', 'nima', 'rgnet']",0.446529,0.443065,0.003464,2255,2377,-122,0.7513333333333333,rejected_low,False
ava__train__88828.jpg__3c686278,ava,train,data/processed/ava/train.csv,data/raw/ava/images/88828.jpg,/home/omen_pc1/ava/images/88828.jpg,88828.jpg,640,427,,,4.158076,11.0,0.037801,21.0,0.072165,57.0,0.195876,89.0,0.305842,72.0,0.247423,25.0,0.085911,10.0,0.034364,5.0,0.017182,0.0,0.0,1.0,0.003436,5.452294,0.494699,0.503861,0.390945,"['alamp', 'nima', 'rgnet']",0.446487,0.45732,-0.010833,2256,2189,67,0.7516666666666667,rejected_low,False
aadb__train__farm1_470_19897639679_86fc1f302c_b.jpg__8838e1c7,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_470_19897639679_86fc1f302c_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_470_19897639679_86fc1f302c_b.jpg,farm1_470_19897639679_86fc1f302c_b.jpg,683,1024,0.85,farm1_470_19897639679_86fc1f302c_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.845531,0.538392,0.463478,0.414202,"['alamp', 'nima', 'rgnet']",0.446331,0.455005,-0.008674,2257,2219,38,0.752,rejected_low,False
ava__train__155820.jpg__8d8a693b,ava,train,data/processed/ava/train.csv,data/raw/ava/images/155820.jpg,/home/omen_pc1/ava/images/155820.jpg,155820.jpg,528,383,,,3.821317,19.0,0.059561,43.0,0.134796,76.0,0.238245,81.0,0.253918,61.0,0.191223,22.0,0.068966,12.0,0.037618,4.0,0.012539,1.0,0.003135,0.0,0.0,5.261458,0.473495,0.488233,0.407218,"['alamp', 'nima', 'rgnet']",0.446252,0.453616,-0.007364,2258,2244,14,0.7523333333333333,rejected_low,False
aadb__train__farm1_445_20332893371_58f6a7f472_b.jpg__a7ab4ca1,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_445_20332893371_58f6a7f472_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_445_20332893371_58f6a7f472_b.jpg,farm1_445_20332893371_58f6a7f472_b.jpg,1024,681,0.4,farm1_445_20332893371_58f6a7f472_b.jpg,,,,,,,,,,,,,,,,,,,,,,6.105154,0.567239,0.386277,0.470022,"['alamp', 'nima', 'rgnet']",0.446246,0.446919,-0.000673,2259,2327,-68,0.7526666666666667,rejected_low,False
ava__train__908125.jpg__7467b01d,ava,train,data/processed/ava/train.csv,data/raw/ava/images/908125.jpg,/home/omen_pc1/ava/images/908125.jpg,908125.jpg,533,800,,,5.15,4.0,0.033333,2.0,0.016667,6.0,0.05,26.0,0.216667,38.0,0.316667,27.0,0.225,6.0,0.05,7.0,0.058333,2.0,0.016667,2.0,0.016667,5.902343,0.544705,0.417119,0.449792,"['alamp', 'nima', 'rgnet']",0.446214,0.449326,-0.003112,2260,2298,-38,0.753,rejected_low,False
ava__train__358539.jpg__285a0530,ava,train,data/processed/ava/train.csv,data/raw/ava/images/358539.jpg,/home/omen_pc1/ava/images/358539.jpg,358539.jpg,640,476,,,5.204444,1.0,0.004444,4.0,0.017778,13.0,0.057778,43.0,0.191111,85.0,0.377778,50.0,0.222222,13.0,0.057778,10.0,0.044444,5.0,0.022222,1.0,0.004444,5.533368,0.503708,0.506997,0.385949,"['alamp', 'nima', 'rgnet']",0.446144,0.458084,-0.01194,2261,2175,86,0.7533333333333333,rejected_low,False
ava__train__139430.jpg__3a9d14d6,ava,train,data/processed/ava/train.csv,data/raw/ava/images/139430.jpg,/home/omen_pc1/ava/images/139430.jpg,139430.jpg,640,480,,,4.904109,4.0,0.013699,12.0,0.041096,40.0,0.136986,58.0,0.19863,84.0,0.287671,51.0,0.174658,25.0,0.085616,13.0,0.044521,3.0,0.010274,2.0,0.006849,5.685781,0.520642,0.442739,0.433587,"['alamp', 'nima', 'rgnet']",0.445953,0.450764,-0.004811,2262,2279,-17,0.7536666666666667,rejected_low,False
aadb__train__farm1_301_19590968344_00c4974b69_b.jpg__5e23c5c2,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_301_19590968344_00c4974b69_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_301_19590968344_00c4974b69_b.jpg,farm1_301_19590968344_00c4974b69_b.jpg,1024,683,0.4,farm1_301_19590968344_00c4974b69_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.549791,0.505532,0.546595,0.35335,"['alamp', 'nima', 'rgnet']",0.445866,0.463138,-0.017272,2263,2096,167,0.754,rejected_low,False
aadb__train__farm1_347_19883651390_cce30fc393_b.jpg__0349dd47,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_347_19883651390_cce30fc393_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_347_19883651390_cce30fc393_b.jpg,farm1_347_19883651390_cce30fc393_b.jpg,1024,683,0.5,farm1_347_19883651390_cce30fc393_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.759485,0.528832,0.399724,0.465769,"['alamp', 'nima', 'rgnet']",0.445657,0.445508,0.000149,2264,2347,-83,0.7543333333333333,rejected_low,False
ava__train__90569.jpg__dffdcef8,ava,train,data/processed/ava/train.csv,data/raw/ava/images/90569.jpg,/home/omen_pc1/ava/images/90569.jpg,90569.jpg,640,427,,,5.630209,1.0,0.005208,1.0,0.005208,15.0,0.078125,39.0,0.203125,39.0,0.203125,44.0,0.229167,23.0,0.119792,17.0,0.088542,9.0,0.046875,4.0,0.020833,5.49358,0.499287,0.406995,0.465767,"['alamp', 'nima', 'rgnet']",0.44561,0.444348,0.001262,2265,2365,-100,0.7546666666666667,rejected_low,False
aadb__train__farm1_359_20018261320_0b1aa98887_b.jpg__96aa7156,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_359_20018261320_0b1aa98887_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_359_20018261320_0b1aa98887_b.jpg,farm1_359_20018261320_0b1aa98887_b.jpg,1024,683,0.5,farm1_359_20018261320_0b1aa98887_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.617617,0.513069,0.448431,0.42971,"['alamp', 'nima', 'rgnet']",0.445534,0.450638,-0.005104,2266,2280,-14,0.755,rejected_low,False
aadb__train__farm1_381_20080909860_a73beb9614_b.jpg__b6f1451e,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_381_20080909860_a73beb9614_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_381_20080909860_a73beb9614_b.jpg,farm1_381_20080909860_a73beb9614_b.jpg,1024,683,0.55,farm1_381_20080909860_a73beb9614_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.555489,0.506165,0.439686,0.438078,"['alamp', 'nima', 'rgnet']",0.44553,0.449015,-0.003485,2267,2304,-37,0.7553333333333333,rejected_low,False
aadb__train__farm1_266_20111840196_3b6368ebf2_b.jpg__ee9596aa,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_266_20111840196_3b6368ebf2_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_266_20111840196_3b6368ebf2_b.jpg,farm1_266_20111840196_3b6368ebf2_b.jpg,683,1024,0.35,farm1_266_20111840196_3b6368ebf2_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.477574,0.497508,0.467424,0.417166,"['alamp', 'nima', 'rgnet']",0.445303,0.451833,-0.00653,2268,2260,8,0.7556666666666667,rejected_low,False
ava__train__68530.jpg__9cfaa1fc,ava,train,data/processed/ava/train.csv,data/raw/ava/images/68530.jpg,/home/omen_pc1/ava/images/68530.jpg,68530.jpg,160,340,,,4.222222,8.0,0.031746,18.0,0.071429,52.0,0.206349,74.0,0.293651,63.0,0.25,24.0,0.095238,5.0,0.019841,2.0,0.007937,2.0,0.007937,4.0,0.015873,5.480842,0.497871,0.459774,0.423095,"['alamp', 'nima', 'rgnet']",0.445244,0.450817,-0.005573,2269,2277,-8,0.756,rejected_low,False
ava__train__254478.jpg__d0924150,ava,train,data/processed/ava/train.csv,data/raw/ava/images/254478.jpg,/home/omen_pc1/ava/images/254478.jpg,254478.jpg,640,494,,,6.10606,0.0,0.0,1.0,0.005051,5.0,0.025253,17.0,0.085859,54.0,0.272727,50.0,0.252525,37.0,0.186869,17.0,0.085859,11.0,0.055556,6.0,0.030303,6.097139,0.566349,0.399956,0.45666,"['alamp', 'nima', 'rgnet']",0.444947,0.447597,-0.00265,2270,2322,-52,0.7563333333333333,rejected_low,False
ava__train__920783.jpg__f89e3ea7,ava,train,data/processed/ava/train.csv,data/raw/ava/images/920783.jpg,/home/omen_pc1/ava/images/920783.jpg,920783.jpg,800,533,,,6.505556,0.0,0.0,1.0,0.005556,2.0,0.011111,8.0,0.044444,31.0,0.172222,52.0,0.288889,44.0,0.244444,28.0,0.155556,8.0,0.044444,6.0,0.033333,5.719306,0.524367,0.505282,0.3807,"['alamp', 'nima', 'rgnet']",0.4449,0.458312,-0.013412,2271,2170,101,0.7566666666666667,rejected_low,False
ava__train__796084.jpg__53f50c88,ava,train,data/processed/ava/train.csv,data/raw/ava/images/796084.jpg,/home/omen_pc1/ava/images/796084.jpg,796084.jpg,640,428,,,4.611111,6.0,0.041667,7.0,0.048611,15.0,0.104167,38.0,0.263889,43.0,0.298611,22.0,0.152778,9.0,0.0625,0.0,0.0,3.0,0.020833,1.0,0.006944,5.665896,0.518433,0.536541,0.356274,"['alamp', 'nima', 'rgnet']",0.444597,0.461718,-0.017121,2272,2126,146,0.757,rejected_low,False
ava__train__460341.jpg__c16d74f5,ava,train,data/processed/ava/train.csv,data/raw/ava/images/460341.jpg,/home/omen_pc1/ava/images/460341.jpg,460341.jpg,640,473,,,6.458696,0.0,0.0,2.0,0.004348,2.0,0.004348,17.0,0.036957,92.0,0.2,151.0,0.328261,99.0,0.215217,57.0,0.123913,22.0,0.047826,18.0,0.03913,6.018128,0.55757,0.393172,0.462926,"['alamp', 'nima', 'rgnet']",0.444489,0.445733,-0.001244,2273,2342,-69,0.7573333333333333,rejected_low,False
aadb__train__farm4_3671_20172083216_3c4c304e3f_b.jpg__f91e6b68,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3671_20172083216_3c4c304e3f_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3671_20172083216_3c4c304e3f_b.jpg,farm4_3671_20172083216_3c4c304e3f_b.jpg,1024,768,0.4,farm4_3671_20172083216_3c4c304e3f_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.383364,0.48704,0.540245,0.359306,"['alamp', 'nima', 'rgnet']",0.444455,0.459889,-0.015434,2274,2145,129,0.7576666666666667,rejected_low,False
ava__train__193950.jpg__5ba67236,ava,train,data/processed/ava/train.csv,data/raw/ava/images/193950.jpg,/home/omen_pc1/ava/images/193950.jpg,193950.jpg,427,640,,,4.863309,2.0,0.007194,12.0,0.043165,31.0,0.111511,56.0,0.201439,101.0,0.363309,50.0,0.179856,14.0,0.05036,6.0,0.021583,2.0,0.007194,4.0,0.014388,5.351213,0.483468,0.468972,0.41672,"['alamp', 'nima', 'rgnet']",0.444296,0.450246,-0.00595,2275,2283,-8,0.758,rejected_low,False
ava__train__749618.jpg__c35dc861,ava,train,data/processed/ava/train.csv,data/raw/ava/images/749618.jpg,/home/omen_pc1/ava/images/749618.jpg,749618.jpg,427,640,,,5.36413,0.0,0.0,0.0,0.0,10.0,0.054348,35.0,0.190217,64.0,0.347826,48.0,0.26087,12.0,0.065217,11.0,0.059783,3.0,0.016304,1.0,0.005435,5.583999,0.509333,0.498999,0.387452,"['alamp', 'nima', 'rgnet']",0.444259,0.45593,-0.011671,2276,2212,64,0.7583333333333333,rejected_low,False
ava__train__658484.jpg__ceed506b,ava,train,data/processed/ava/train.csv,data/raw/ava/images/658484.jpg,/home/omen_pc1/ava/images/658484.jpg,658484.jpg,640,480,,,4.886363,3.0,0.013636,9.0,0.040909,16.0,0.072727,52.0,0.236364,80.0,0.363636,36.0,0.163636,16.0,0.072727,4.0,0.018182,2.0,0.009091,2.0,0.009091,5.353165,0.483685,0.478212,0.409184,"['alamp', 'nima', 'rgnet']",0.444245,0.451422,-0.007177,2277,2268,9,0.7586666666666667,rejected_low,False
aadb__val__farm1_283_19916320030_608d679b36_b.jpg__628fa7f4,aadb,val,data/processed/aadb/val.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_283_19916320030_608d679b36_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_283_19916320030_608d679b36_b.jpg,farm1_283_19916320030_608d679b36_b.jpg,800,600,0.45,farm1_283_19916320030_608d679b36_b.jpg,,,,,,,,,,,,,,,,,,,,,,6.110652,0.56785,0.495693,0.378051,"['alamp', 'nima', 'rgnet']",0.444088,0.45946,-0.015372,2278,2150,128,0.759,rejected_low,False
ava__train__234399.jpg__ff11ef19,ava,train,data/processed/ava/train.csv,data/raw/ava/images/234399.jpg,/home/omen_pc1/ava/images/234399.jpg,234399.jpg,640,465,,,5.764957,0.0,0.0,4.0,0.017094,5.0,0.021368,37.0,0.15812,58.0,0.247863,71.0,0.303419,29.0,0.123932,18.0,0.076923,5.0,0.021368,7.0,0.029915,5.819196,0.535466,0.434144,0.43363,"['alamp', 'nima', 'rgnet']",0.444019,0.449137,-0.005118,2279,2301,-22,0.7593333333333333,rejected_low,False
ava__train__102539.jpg__ca4e0be1,ava,train,data/processed/ava/train.csv,data/raw/ava/images/102539.jpg,/home/omen_pc1/ava/images/102539.jpg,102539.jpg,452,600,,,5.645933,0.0,0.0,1.0,0.004785,7.0,0.033493,15.0,0.07177,83.0,0.397129,60.0,0.287081,27.0,0.129187,12.0,0.057416,3.0,0.014354,1.0,0.004785,5.392521,0.488058,0.509847,0.382531,"['alamp', 'nima', 'rgnet']",0.44401,0.455652,-0.011642,2280,2215,65,0.7596666666666667,rejected_low,False
ava__train__105248.jpg__bea9802e,ava,train,data/processed/ava/train.csv,data/raw/ava/images/105248.jpg,/home/omen_pc1/ava/images/105248.jpg,105248.jpg,640,635,,,4.237288,9.0,0.030508,24.0,0.081356,43.0,0.145763,98.0,0.332203,76.0,0.257627,27.0,0.091525,14.0,0.047458,4.0,0.013559,0.0,0.0,0.0,0.0,5.644532,0.516059,0.568501,0.329956,"['alamp', 'nima', 'rgnet']",0.443984,0.465217,-0.021233,2281,2063,218,0.76,rejected_low,False
ava__val__272131.jpg__2e4f8936,ava,val,data/processed/ava/val.csv,data/raw/ava/images/272131.jpg,/home/omen_pc1/ava/images/272131.jpg,272131.jpg,600,400,,,4.380328,9.0,0.029508,23.0,0.07541,47.0,0.154098,75.0,0.245902,100.0,0.327869,33.0,0.108197,9.0,0.029508,5.0,0.016393,1.0,0.003279,3.0,0.009836,5.623009,0.513668,0.490277,0.392797,"['alamp', 'nima', 'rgnet']",0.443876,0.454794,-0.010918,2282,2224,58,0.7603333333333333,rejected_low,False
ava__train__90856.jpg__a3eb5048,ava,train,data/processed/ava/train.csv,data/raw/ava/images/90856.jpg,/home/omen_pc1/ava/images/90856.jpg,90856.jpg,640,329,,,5.067308,7.0,0.022436,16.0,0.051282,32.0,0.102564,52.0,0.166667,82.0,0.262821,68.0,0.217949,34.0,0.108974,12.0,0.038462,4.0,0.012821,5.0,0.016026,5.942424,0.549158,0.525609,0.357318,"['alamp', 'nima', 'rgnet']",0.443818,0.461825,-0.018007,2283,2123,160,0.7606666666666667,rejected_low,False
ava__train__55584.jpg__51d4b9fc,ava,train,data/processed/ava/train.csv,data/raw/ava/images/55584.jpg,/home/omen_pc1/ava/images/55584.jpg,55584.jpg,600,406,,,5.157676,1.0,0.004149,10.0,0.041494,22.0,0.091286,54.0,0.224066,60.0,0.248963,51.0,0.211618,23.0,0.095436,11.0,0.045643,5.0,0.020747,4.0,0.016598,6.237896,0.581988,0.461524,0.401949,"['alamp', 'nima', 'rgnet']",0.443783,0.455764,-0.011981,2284,2214,70,0.761,rejected_low,False
aadb__train__farm1_379_19543115433_20ec9f962b_b.jpg__54183824,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_379_19543115433_20ec9f962b_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_379_19543115433_20ec9f962b_b.jpg,farm1_379_19543115433_20ec9f962b_b.jpg,1024,681,0.45,farm1_379_19543115433_20ec9f962b_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.749425,0.527714,0.477171,0.399723,"['alamp', 'nima', 'rgnet']",0.443501,0.453773,-0.010272,2285,2242,43,0.7613333333333333,rejected_low,False
ava__train__771080.jpg__276f2cdf,ava,train,data/processed/ava/train.csv,data/raw/ava/images/771080.jpg,/home/omen_pc1/ava/images/771080.jpg,771080.jpg,444,720,,,5.611002,2.0,0.003929,2.0,0.003929,19.0,0.037328,58.0,0.113949,166.0,0.32613,150.0,0.294695,78.0,0.153242,25.0,0.049116,5.0,0.009823,4.0,0.007859,6.29555,0.588394,0.412878,0.438927,"['alamp', 'nima', 'rgnet']",0.443454,0.449625,-0.006171,2286,2292,-6,0.7616666666666667,rejected_low,False
aadb__train__farm1_374_19913351290_3ed1a18c3b_b.jpg__71ad3e17,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_374_19913351290_3ed1a18c3b_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_374_19913351290_3ed1a18c3b_b.jpg,farm1_374_19913351290_3ed1a18c3b_b.jpg,1024,683,0.2,farm1_374_19913351290_3ed1a18c3b_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.507504,0.500834,0.449258,0.427129,"['alamp', 'nima', 'rgnet']",0.443351,0.448143,-0.004792,2287,2312,-25,0.762,rejected_low,False
ava__train__303144.jpg__1a473407,ava,train,data/processed/ava/train.csv,data/raw/ava/images/303144.jpg,/home/omen_pc1/ava/images/303144.jpg,303144.jpg,640,640,,,5.050251,1.0,0.005025,3.0,0.015075,13.0,0.065327,41.0,0.20603,82.0,0.41206,43.0,0.21608,8.0,0.040201,4.0,0.020101,1.0,0.005025,3.0,0.015075,6.101191,0.566799,0.429739,0.429483,"['alamp', 'nima', 'rgnet']",0.443317,0.450196,-0.006879,2288,2284,4,0.7623333333333333,rejected_low,False
aadb__train__farm1_387_20176008772_b6f3b4e205_b.jpg__a3a17c39,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_387_20176008772_b6f3b4e205_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_387_20176008772_b6f3b4e205_b.jpg,farm1_387_20176008772_b6f3b4e205_b.jpg,768,1024,0.55,farm1_387_20176008772_b6f3b4e205_b.jpg,,,,,,,,,,,,,,,,,,,,,,6.015311,0.557257,0.482784,0.388548,"['alamp', 'nima', 'rgnet']",0.443113,0.456261,-0.013148,2289,2208,81,0.7626666666666667,rejected_low,False
aadb__train__farm1_278_19505094284_36382d8628_b.jpg__347eaabe,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_278_19505094284_36382d8628_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_278_19505094284_36382d8628_b.jpg,farm1_278_19505094284_36382d8628_b.jpg,1024,768,0.45,farm1_278_19505094284_36382d8628_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.154459,0.461607,0.454382,0.430154,"['alamp', 'nima', 'rgnet']",0.442991,0.445775,-0.002784,2290,2341,-51,0.763,rejected_low,False
ava__train__768257.jpg__23561a0e,ava,train,data/processed/ava/train.csv,data/raw/ava/images/768257.jpg,/home/omen_pc1/ava/images/768257.jpg,768257.jpg,640,435,,,4.378378,6.0,0.032432,10.0,0.054054,24.0,0.12973,61.0,0.32973,57.0,0.308108,15.0,0.081081,7.0,0.037838,2.0,0.010811,2.0,0.010811,1.0,0.005405,5.378408,0.48649,0.390937,0.475837,"['alamp', 'nima', 'rgnet']",0.442942,0.43923,0.003712,2291,2423,-132,0.7633333333333333,rejected_low,False
ava__train__782067.jpg__adeb004e,ava,train,data/processed/ava/train.csv,data/raw/ava/images/782067.jpg,/home/omen_pc1/ava/images/782067.jpg,782067.jpg,640,431,,,5.733645,0.0,0.0,1.0,0.004673,6.0,0.028037,28.0,0.130841,73.0,0.341121,53.0,0.247664,26.0,0.121495,14.0,0.065421,12.0,0.056075,1.0,0.004673,6.230854,0.581206,0.485887,0.380822,"['alamp', 'nima', 'rgnet']",0.442886,0.458159,-0.015273,2292,2172,120,0.7636666666666667,rejected_low,False
aadb__val__farm1_351_20179919391_8f2dec30f6_b.jpg__91ad6490,aadb,val,data/processed/aadb/val.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_351_20179919391_8f2dec30f6_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_351_20179919391_8f2dec30f6_b.jpg,farm1_351_20179919391_8f2dec30f6_b.jpg,1024,768,0.35,farm1_351_20179919391_8f2dec30f6_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.17926,0.464362,0.497198,0.395096,"['alamp', 'nima', 'rgnet']",0.442863,0.451432,-0.008569,2293,2267,26,0.764,rejected_low,False
